Label,Preds
[[146.028      10.982284  144.82805    11.2598915  27.196207   24.704391 ]],[[149.75919   10.594198 148.7689    11.266076  26.731796  24.412905]]
[[145.9951    11.123943 144.77585   11.233633  27.296562  24.813787]],[[149.71565   10.674445 148.70529   11.26597   26.848635  24.505468]]
[[145.96275   11.260673 144.72511   11.203173  27.389591  24.915848]],[[149.67221   10.756009 148.64148   11.264759  26.966713  24.598972]]
[[145.93246   11.383493 144.68005   11.174385  27.469402  25.008432]],[[149.62886   10.839011 148.57745   11.262287  27.08616   24.69355 ]]
[[145.90326   11.495411 144.63869   11.143337  27.536371  25.090782]],[[149.58562    10.923597  148.51315    11.2588005  27.20747    24.7897   ]]
[[145.87538   11.600738 144.60034   11.113861  27.594833  25.166624]],[[149.54353   11.011587 148.44925   11.253986  27.332918  24.88977 ]]
[[145.85468   11.698199 144.56929   11.086006  27.647911  25.237856]],[[149.50264    11.1019535 148.38602    11.248177   27.461132   24.992575 ]]
[[145.834     11.788743 144.53912   11.056659  27.69497   25.302166]],[[149.46281   11.193945 148.32346   11.241246  27.591179  25.097118]]
[[145.81528   11.867505 144.51324   11.028553  27.729298  25.355967]],[[149.4236    11.28721  148.26118   11.233618  27.722923  25.203384]]
[[145.79826   11.939455 144.49042   11.001011  27.759777  25.404024]],[[149.38521   11.381372 148.19957   11.225488  27.855927  25.310978]]
[[145.78175   12.007161 144.46808   10.975764  27.788897  25.45032 ]],[[149.34839   11.477037 148.13916   11.216451  27.990776  25.420618]]
[[145.76865   12.065212 144.4517    10.949962  27.810217  25.489346]],[[149.31209   11.573069 148.07922   11.206959  28.125957  25.530687]]
[[145.75642   12.110865 144.43915   10.925119  27.820547  25.518898]],[[149.27605   11.669027 148.01952   11.197258  28.260899  25.640606]]
[[145.74443   12.150499 144.4283    10.896741  27.825148  25.54268 ]],[[149.23949    11.764796  147.95938    11.1875925  28.395317   25.750023 ]]
[[145.74168   12.19162  144.42644   10.868519  27.832283  25.570786]],[[149.20216    11.859966  147.89862    11.1780815  28.528742   25.858435 ]]
[[145.73631   12.221658 144.42387   10.84691   27.832796  25.58998 ]],[[149.1623    11.953123 147.8358    11.169224  28.659208  25.963633]]
[[145.7277    12.244067 144.41968   10.829774  27.830027  25.602224]],[[149.12051   12.044219 147.77156   11.160915  28.786558  26.065556]]
[[145.72173   12.25705  144.41989   10.811788  27.820345  25.606256]],[[149.07674   12.132822 147.70593   11.153261  28.910347  26.163736]]
[[145.71979   12.275015 144.42255   10.795733  27.818842  25.618929]],[[149.03056   12.218685 147.63852   11.145997  29.030458  26.257921]]
[[145.71187   12.282198 144.42137   10.785091  27.812113  25.622467]],[[148.9822    12.300964 147.5698    11.139317  29.145578  26.346954]]
[[145.70802   12.291582 144.42278   10.774376  27.807999  25.629292]],[[148.9319    12.379244 147.50005   11.133984  29.253666  26.429447]]
[[145.70732   12.301546 144.42644   10.765735  27.80392   25.633858]],[[148.8803    12.453171 147.43008   11.130119  29.354118  26.504988]]
[[145.71083   12.308606 144.43504   10.755884  27.797716  25.637104]],[[148.82857   12.522198 147.36115   11.127943  29.446003  26.572954]]
[[145.71518   12.312962 144.44574   10.742442  27.790209  25.63913 ]],[[148.77673   12.585636 147.29352   11.127459  29.527607  26.632053]]
[[145.7193    12.316676 144.4562    10.730057  27.782545  25.639818]],[[148.72545   12.642531 147.22806   11.129347  29.59708   26.68081 ]]
[[145.72539   12.328111 144.46606   10.725746  27.78257   25.645573]],[[148.6758    12.693377 147.16577   11.133593  29.654823  26.719666]]
[[145.73097   12.331144 144.4767    10.723971  27.77621   25.641964]],[[148.62868   12.733668 147.10869   11.142458  29.693207  26.742588]]
[[145.7359    12.334462 144.48697   10.723549  27.76873   25.636635]],[[148.58344   12.761398 147.05658   11.155968  29.710224  26.747982]]
[[145.74207   12.334255 144.49898   10.71612   27.760736  25.632809]],[[148.54024   12.773211 147.01044   11.175615  29.700977  26.732054]]
[[145.74799   12.334045 144.51024   10.709373  27.753088  25.62921 ]],[[148.49991   12.763512 146.9724    11.202175  29.657001  26.687956]]
[[145.75867   12.337047 144.52513   10.701626  27.748024  25.627928]],[[148.46349   12.721728 146.9461    11.238024  29.56254   26.603142]]
[[145.7661    12.333787 144.53827   10.695637  27.73709   25.618597]],[[148.42842   12.650321 146.9283    11.283743  29.422855  26.482046]]
[[145.77213   12.328245 144.55069   10.693107  27.72604   25.60644 ]],[[148.4012    12.545864 146.92642   11.323326  29.23616   26.324749]]
[[145.77852   12.319822 144.56328   10.690765  27.7145    25.593224]],[[148.38806   12.403084 146.94809   11.347465  28.996746  26.127934]]
[[145.78156    12.3077135 144.57312    10.685675   27.69878    25.576185 ]],[[148.38731   12.213064 146.9939    11.349938  28.691343  25.882011]]
[[145.78143   12.300507 144.57812   10.680723  27.687735  25.564257]],[[148.40034   11.972118 147.06627   11.32023   28.31268   25.581896]]
[[145.78665   12.30175  144.58533   10.674562  27.683962  25.56015 ]],[[148.418     11.704238 147.15036   11.250186  27.885923  25.244785]]
[[145.7932    12.29973  144.59341   10.66864   27.675972  25.551466]],[[148.43024   11.431533 147.23073   11.140922  27.446917  24.899364]]
[[145.80246   12.301827 144.60289   10.657714  27.671886  25.549404]],[[148.42003   11.155632 147.28958   11.017844  26.99749   24.548344]]
[[145.81041   12.304634 144.61063   10.649705  27.667543  25.546125]],[[148.39992   10.890505 147.33635   10.881506  26.546509  24.198166]]
[[145.81482   12.301664 144.61581   10.644133  27.657257  25.535673]],[[148.38304   10.557119 147.40646   10.68249   26.194983  24.002983]]
[[145.81807   12.297169 144.61996   10.638265  27.644157  25.521923]],[[148.3434    10.241578 147.449     10.481138  25.883102  23.84576 ]]
[[145.82185   12.294924 144.62488   10.631594  27.632437  25.510044]],[[148.30556   10.026213 147.4685    10.274401  25.657213  23.733139]]
[[145.82387   12.295416 144.62804   10.624046  27.621044  25.498253]],[[148.28214    9.923071 147.47452   10.067369  25.531296  23.671734]]
[[145.82692   12.294938 144.63257   10.613216  27.608564  25.488054]],[[148.27724    9.877054 147.48454    9.869957  25.467133  23.649067]]
[[145.83012   12.295217 144.63747   10.600014  27.59614   25.478962]],[[148.28163    9.874084 147.49387    9.684088  25.43054   23.640652]]
[[145.83392    12.2940235 144.64299    10.586448   27.579119   25.465378 ]],[[148.29729    9.9148   147.50504    9.502228  25.418993  23.648024]]
[[145.83618   12.291162 144.64755   10.575463  27.559843  25.448524]],[[148.32182    9.970434 147.52399    9.302076  25.416903  23.67809 ]]
[[145.8333    12.287547 144.64752   10.563895  27.537756  25.429459]],[[148.34012   10.028017 147.53741    9.131719  25.41411   23.714027]]
[[145.83145   12.283433 144.64752   10.553152  27.514084  25.409548]],[[148.35326   10.070637 147.54752    9.006014  25.429953  23.757454]]
[[145.82759   12.277017 144.64532   10.544674  27.489847  25.389452]],[[148.37193   10.108148 147.56381    8.934107  25.472069  23.8305  ]]
[[145.822     12.271675 144.64178   10.536483  27.465248  25.368584]],[[148.4361    10.139686 147.6252     8.924769  25.563492  23.95157 ]]
[[145.82065   12.269668 144.64133   10.52835   27.443707  25.350922]],[[148.51137    10.1690445 147.6969      8.965334   25.687645   24.103231 ]]
[[145.81671   12.263217 144.63937   10.521102  27.418196  25.329464]],[[148.57426   10.197268 147.75546    9.050146  25.828285  24.268808]]
[[145.81671   12.263259 144.63945   10.513469  27.397015  25.311953]],[[148.61311   10.225881 147.78888    9.164551  25.98034   24.443245]]
[[145.81894   12.265617 144.6408    10.507417  27.377537  25.295673]],[[148.61424   10.249614 147.78473    9.303359  26.129124  24.612164]]
[[145.82216   12.270158 144.64183   10.500723  27.360964  25.282328]],[[148.5922    10.268261 147.75781    9.469078  26.286846  24.788752]]
[[145.82104   12.272306 144.63982   10.494786  27.341381  25.265442]],[[148.57304   10.327935 147.72375    9.6594    26.477953  24.983128]]
[[145.81999   12.272724 144.63818   10.489232  27.319496  25.246927]],[[148.56433   10.435275 147.68854    9.853302  26.678852  25.163593]]
[[145.81927   12.274552 144.63667   10.484541  27.298939  25.228884]],[[148.57071   10.579937 147.6594    10.035246  26.865158  25.306871]]
[[145.81784   12.279345 144.63419   10.478619  27.280148  25.213875]],[[148.58406    10.7563095 147.62943    10.199671   27.033356   25.413103 ]]
[[145.81868   12.283398 144.63411   10.471813  27.26113   25.199207]],[[148.66862   11.015924 147.6511    10.273521  27.206358  25.481985]]
[[145.81772   12.286808 144.63129   10.465908  27.24278   25.18502 ]],[[148.81187    11.3427105 147.71631    10.269861   27.377892   25.51889  ]]
[[145.81595   12.28866  144.62817   10.459759  27.224016  25.170538]],[[148.94159   11.674254 147.76656   10.237047  27.525793  25.524145]]
[[145.81354   12.290183 144.62453   10.45508   27.205515  25.155981]],[[149.08838   11.927257 147.85736   10.088088  27.786047  25.699728]]
[[145.81084   12.291954 144.6204    10.451494  27.188654  25.142923]],[[149.2397     12.144861  147.96315     9.9572935  27.97269    25.821396 ]]
[[145.81036   12.294701 144.61786   10.447691  27.17453   25.133028]],[[149.35982   12.321466 148.04791    9.85783   28.0747    25.873684]]
[[145.81087   12.298655 144.61595   10.442444  27.162653  25.1265  ]],[[149.44087   12.465094 148.10123    9.782991  28.118479  25.879276]]
[[145.8146     12.3097925 144.61552    10.437317   27.158667   25.128292 ]],[[149.47443   12.584028 148.11191    9.724112  28.139229  25.868036]]
[[145.81612   12.314948 144.61523   10.430734  27.14832   25.124249]],[[149.47227    12.681838  148.09102     9.6782465  28.146362   25.846764 ]]
[[145.82193   12.32774  144.61696   10.42509   27.14618   25.128647]],[[149.46056   12.751633 148.06616    9.679624  28.155674  25.828497]]
[[145.82857   12.335327 144.6214    10.41773   27.139282  25.127708]],[[149.446     12.796394 148.04404    9.710804  28.146069  25.796171]]
[[145.83354   12.343005 144.62459   10.411681  27.132906  25.126432]],[[149.42584   12.820637 148.02057    9.768219  28.134356  25.764507]]
[[145.83917   12.352082 144.62811   10.406248  27.12769   25.125555]],[[149.41383   12.84581  148.00504    9.824305  28.125544  25.73656 ]]
[[145.84482   12.359719 144.63199   10.400847  27.12102   25.123363]],[[149.40901   12.867534 147.99747    9.879583  28.115297  25.70982 ]]
[[145.85002   12.363752 144.63603   10.39934   27.114101  25.118492]],[[149.41362   12.887251 147.9997     9.929272  28.107592  25.688345]]
[[145.85611    12.367055  144.64093    10.3991375  27.106905   25.112314 ]],[[149.43343   12.901951 148.01816    9.976217  28.095146  25.666218]]
[[145.85835   12.369884 144.64253   10.400846  27.100786  25.106316]],[[149.47098   12.910577 148.0556    10.023157  28.080612  25.646221]]
[[145.86078   12.369439 144.64468   10.40436   27.093237  25.096685]],[[149.50822   12.921136 148.09164   10.070408  28.078     25.639511]]
[[145.86307   12.368232 144.64679   10.410518  27.084665  25.084435]],[[149.5449    12.932541 148.12653   10.11928   28.081375  25.640633]]
[[145.86128   12.364082 144.64627   10.418775  27.075584  25.069971]],[[149.58513   12.940984 148.16559   10.169571  28.079535  25.640074]]
[[145.86093   12.359324 144.64699   10.428417  27.065645  25.053288]],[[149.64494   12.937623 148.22765   10.223334  28.05056   25.619741]]
[[145.86462   12.357854 144.65027   10.439266  27.061796  25.042105]],[[149.72466   12.920075 148.31367   10.290009  27.98438   25.569935]]
[[145.86815   12.356714 144.65297   10.448397  27.05652   25.03054 ]],[[149.79305   12.902451 148.38818   10.351698  27.92313   25.525173]]
[[145.8718    12.351307 144.65657   10.458886  27.048449  25.01528 ]],[[149.85031   12.886141 148.45097   10.405322  27.870197  25.487942]]
[[145.87254   12.345588 144.65685   10.468918  27.040718  25.001108]],[[149.89883   12.869568 148.50488   10.452458  27.8244    25.45726 ]]
[[145.87149   12.341093 144.65439   10.479713  27.035858  24.989273]],[[149.93907   12.853798 148.55005   10.495863  27.785408  25.432419]]
[[145.86987    12.3376045 144.6503     10.494064   27.033905   24.979374 ]],[[149.97363   12.83725  148.58954   10.536896  27.750229  25.411045]]
[[145.8619    12.331043 144.64114   10.510337  27.03076   24.9672  ]],[[150.0037    12.819654 148.62457   10.57582   27.718971  25.392967]]
[[145.85793   12.321912 144.6364    10.524639  27.0262    24.954273]],[[150.03036   12.799    148.65686   10.61154   27.68818   25.375412]]
[[145.85675   12.303216 144.63647   10.537146  27.015217  24.933912]],[[150.05275   12.776084 148.68527   10.644896  27.65894   25.35882 ]]
[[145.85614   12.283744 144.63727   10.549301  27.005798  24.915108]],[[150.07106   12.748701 148.71036   10.683519  27.629587  25.345951]]
[[145.85909   12.269565 144.64034   10.561057  27.003185  24.903725]],[[150.08566   12.70965  148.7334    10.760648  27.594053  25.350868]]
[[145.86226   12.25522  144.64404   10.571666  26.99864   24.89026 ]],[[150.09773    12.666576  148.75476    10.8366375  27.557684   25.35535  ]]
[[145.86607   12.237377 144.64888   10.580357  26.990047  24.873663]],[[150.10728   12.619509 148.77446   10.911262  27.519505  25.358341]]
[[145.87552   12.216228 144.65988   10.589883  26.976612  24.85078 ]],[[150.11566   12.567368 148.7942    10.984114  27.478062  25.358423]]
[[145.88722   12.190304 144.67459   10.6007    26.960323  24.824444]],[[150.12206   12.511774 148.81284   11.050629  27.433062  25.35337 ]]
[[145.89609   12.163084 144.68713   10.606645  26.942892  24.798475]],[[150.12611   12.452511 148.83005   11.112639  27.384645  25.343721]]
[[145.90419   12.132182 144.69872   10.613619  26.922848  24.768845]],[[150.12898   12.389837 148.8469    11.170039  27.333393  25.329517]]
[[145.91782   12.100527 144.7168    10.617235  26.901995  24.739836]],[[150.13046   12.32386  148.86322   11.220304  27.278788  25.30945 ]]
[[145.93484   12.06815  144.7381    10.61555   26.880877  24.711996]],[[150.13045   12.254644 148.87885   11.263992  27.220982  25.283688]]
[[145.95421   12.028779 144.76338   10.606276  26.855488  24.680882]],[[150.12874   12.182783 148.89345   11.300122  27.161167  25.252676]]
[[145.97787   11.987731 144.79286   10.596419  26.828043  24.647743]],[[150.12541   12.109289 148.90689   11.326063  27.100712  25.21617 ]]
[[146.00468   11.946997 144.82521   10.58342   26.799664  24.614403]],[[150.1215    12.034433 148.92007   11.341967  27.040155  25.174246]]
[[146.03615   11.902758 144.8623    10.569053  26.76848   24.57798 ]],[[150.11806   11.958324 148.93407   11.347513  26.979895  25.127155]]
[[146.07567   11.851233 144.90927   10.552893  26.727795  24.534237]],[[150.11342   11.882062 148.9469    11.343632  26.92223   25.077906]]
[[146.10977   11.799743 144.94948   10.536674  26.686995  24.489187]],[[150.10866   11.807787 148.95905   11.330027  26.870235  25.02884 ]]
[[146.14438   11.740961 144.99174   10.51834   26.640303  24.437479]],[[150.10793   11.736694 148.9745    11.307405  26.82357   24.97918 ]]
[[146.18367   11.67487  145.04001   10.500127  26.58491   24.378433]],[[150.10838   11.669067 148.99039   11.276874  26.778301  24.927458]]
[[146.22623   11.606236 145.09229   10.477853  26.52735   24.317902]],[[150.11153   11.608705 149.00725   11.244341  26.737892  24.878824]]
[[146.27258   11.529591 145.14919   10.45314   26.462896  24.251373]],[[150.11673   11.554485 149.02481   11.204292  26.700287  24.829906]]
[[146.32101   11.447963 145.20848   10.425157  26.396767  24.183535]],[[150.12428   11.513484 149.04272   11.118407  26.656012  24.759287]]
[[146.37196   11.36214  145.27138   10.392705  26.325802  24.11137 ]],[[150.13258   11.478369 149.06049   11.010105  26.609129  24.679056]]
[[146.42775   11.266846 145.3417    10.356757  26.24368   24.030725]],[[150.14322   11.442755 149.08072   10.892951  26.564213  24.597998]]
[[146.48947   11.164486 145.41902   10.316253  26.154799  23.94429 ]],[[150.166     11.404999 149.1139    10.77054   26.514742  24.509186]]
